@title,韓国語
#02859,흠, 이건<br>싸울 때마다 포인트가 쌓이는<br>배틀 포인트 게시판이군요!
,전국에 있는 유저들과 순위 경쟁을 한다는군요!<br>결과는 등록한 다음 날에 발표된다고 합니다.
,많은 경품을 얻을 수 있다고 하니<br>포인트가 쌓이면 한번 등록해보세요!
#02860,선대 왕의 조각상입니다.<br>지금 보기에도 훌륭하지만<br>실제로도 참 훌륭하신 분이셨죠.
,어쩌다 그런 일이 생긴 건지…<br>어이쿠, 이런…
,그럼 언제나처럼<br>왕국을 다스려보죠.
#02861,동전은 여기에 모입니다.<br>주민들이 잘 던져 넣기 때문에<br>어디에 두셔도 문제없답니다.
#02862,은전은 여기에 모입니다.<br>주민들이 잘 던져 넣기 때문에<br>어디에 두셔도 문제없답니다.
#02863,금전은 여기에 모입니다.<br>주민들이 잘 던져 넣기 때문에<br>어디에 두셔도 문제없답니다.
#02864,한눈에 보아도<br>위대함이 느껴지는<br>동상이군요!
#02865,아이템과 보물을<br>여기에 일시적으로 보관할 수 있습니다.
,하지만 가급적이면 마을에<br>전용 창고를 만들어 뒀으면 하네요.
#02866,여기에서는 가끔씩<br>밭에서 쓰이는<br>‘씨앗’이 만들어집니다.
,이용하기 쉬운 곳에<br>설치하는 편이 좋겠네요.
#02867,분위기 있는<br>장식물이네요.
,보기만 해도<br>경험치가 오를 것만 같습니다!
#02868,안녕하세요.<br>집을 덮고 있던 구름을<br>걷어주셔서 대단히 감사합니다!
,저…
,혹 친구가 없어서<br>누군가에게 신청하고 싶다면<br>제게 말 걸어주세요.
#02869,후후후후…<br>잘 오셨습니다…
,후후후…<br>저도 최근에 가게를 열었답니다…
,혹 궁금하시다면<br>한번 들러주시죠.
#02870,안녕하세요.<br>갑자기 구름이 걷혔네요.
,저는 마을 발전에 꼭 필요한<br>물건들을 팔고 있습니다.
,동전을 가지고 계신다면<br>꼭 들러주세요.
#02871,오…<br>안녕하세요.
,저는 여기에서 동전을<br>은전 또는 금전으로 교환하는<br>가게를 운영하고 있답니다.
,은전이나 금전이 필요하시다면<br>한번 들러주세요.
#02872,감사합니다!<br>전투장 입구를 지키고 있었는데<br>무서워서 안에 숨어 있었죠.
,이제 마음 놓고<br>싸울 수 있겠어요!
,여기에서는 전국의 유저들과<br>실력을 겨루실 수 있습니다!
,이길수록 랭크가 올라<br>좋은 상품을 얻을 수 있답니다!<br>꼭 도전해보세요.
#02873,휴…<br>감사합니다!
,여기는 육성 중인 주민을 맡겨<br>스승 역할을 하게끔<br>할 수 있는 시설이랍니다.
,스승이 되면 마을로 돌아갈 수 없지만…<br>다른 동료에게 경험치를 주어<br>단련시킬 수 있습니다.
,힘을 전수해주고픈 동료가 있다면<br>스승으로 등록해보세요.
#02874,가게에서는 요리를 만들어<br>진열대에 놓습니다.
,상품이 모두 팔리면<br>다시 보충한답니다.<br>관광객을 불러들일 기회죠.
,공방의 레벨이 오르면<br>새로운 요리를 발견한다고<br>하더군요.
#02875,안녕하세요!<br>후후후, 구름이 짙으니까 이 아리송한 느낌이 뭔가 재밌네요.
,후후후.<br>고마워요.
,여기는 몬스터를 조합해 능력을 높일 수 있는 시설이랍니다.
,몬스터가 남아돈다 싶다면 한번 들러주세요.
#02876,안녕하세요!<br>여기에서는 저희가 잡은<br>몬스터를 합리적인 가격에 사실 수 있답니다.
,가끔씩 목록이 바뀌니<br>정기적으로 들러주세요!
#02877,이런…<br>절 발견하실 줄이야!
,그럼 제가 준비한<br>특별 배틀을 즐기실 수 있습니다!<br>개최를 할 때도 안 할 때도 있지만요.
,개최한다면<br>마구마구 도전해주세요!
#02878,몬스터 알은<br>여기에 보관합니다.
#02879,아!<br>다행이다…
,갑자기 몬스터랑 구름이<br>몰려와서 큰일 났다 싶었는데<br>도와줘서 고마워요!
,그 답례라고 하기엔 뭣하지만…<br>저희가 준비한 선물을 드리고 싶은데
,시간이 조금 걸리니<br>3일마다 들러주시면<br>준비할 수 있겠어요.
,그럼 기다리고 있겠습니다.
#02880,안녕하세요.<br>저는 마을에서 이사를<br>관장하는 신입니다.
,혹 마을이 둘 이상이고<br>주민의 소속을 옮기고 싶다면<br>제게 오시죠…
,그럼<br>기다리고 있겠습니다.
#02881,오…<br>여긴…
,끝없이 이어진 동굴이<br>이 섬 어딘가에 있다고<br>선대 왕께서 말씀하셨죠.
,만반의 준비를 마치고<br>한번 가보도록 하죠!
#02882,오, 어서 오세요.
#02883,반갑습니다.<br>친구와 관련된 일이라면<br>제게 오시죠.
#02884,허허허.<br>오늘 미션은 어떨까나?
#02885,안녕하세요.<br>한번 보고 가세요.
#02886,어서 오세요.<br>왕국 발전에 도움이 될<br>물건들이 많답니다.
#02887,안녕하세요.<br>몬스터가 늘면 제게 맡겨주세요.
#02888,잘 왔어.<br>달성할만한 게 있는지 보렴.
#02889,최고 점수다 싶으면<br>등록하세요.
#02890,관심 있는 친구가 있다면<br>한번 신청해봐!
#02891,후후후.<br>잘 왔어요.<br>친구를 소개해드리죠.
#02892,어서 오세요.<br>어떻게 할까요?
#02893,잘 왔네.<br>오늘은 어떻게 할 겐가?
#02894,잘 오셨습니다.
#02895,이쪽은<br>이번 대전 상대입니다.<br>어떻게 할까요?
#02896,안녕하세요!<br>응원하고 있어요!
#02897,몬스터를 합성해볼 수<br>있답니다.
#02898,몬스터를<br>팔고 있어요.
#02899,어서 오세요!<br>특별 던전에 도전하시는군요!
#02900,죄송합니다…<br>저번 협력 토벌 종료 시간을<br>잘못 말씀드려서
,원래 시간보다 일찍 닫아버렸습니다.<br>사과하는 의미로 저번 토벌의 보상을<br>드리겠습니다.
#02901,오, 안녕하세요.
,새로운 장소가<br>해방됐다 들어서…<br>저희 가게의 상한 돌파 방법을<br>바꿨습니다.
,우선 이걸<br>받아주시죠.
#02902,자!<br>무기 좀 손봐줄까!
#02903,여기는…<br>물물교환으로 전설의 무기를 얻을 수 있는 곳인가 봅니다.
,여분의 무기가 많다면<br>한번 이용해 보는 건 어떨까요?
#02904,여기에서는<br>남아있는 잡동사니들을<br>동전과 교환할 수 있나 봅니다.
,아이템이나 기술이 남는다면<br>동전과 교환합시다!
#02905,여기는…<br>밤마다 몬스터가 모이는<br>바위라고 합니다.
,파견을 보내면 동료들의<br>레벨이 더 잘 오르겠네요!
,우선<br>보급용으로 소속한 마을을 선택해주세요.
#02906,오오!<br>오늘 산책을 하면서<br>새로운 주거 방식이 떠올랐습니다.
,랭크가 높은 상공업자, 목수, 운반부<br>낙농가, 농민이 도움되며…
,파견을 보내면… 소문을 바탕으로<br>조사할 수 있는 방이 됩니다.
,말은 이쯤하고<br>어서 비전투계 주민에게<br>집을 하사해줍시다!
#02907,조사단실이 만들어졌습니다!
,집주인을 파견 보내면<br>그곳에서 조사를 시작합니다!
,그럼 파견을 보내보죠!
#02908,조사단실 주민을<br>파견 보냅시다!
#02909,오호라… 신기한 시설을<br>얻으셨군요.
,영지 밖에 설치하면 마치<br>수액에 몰려드는 장수풍뎅이처럼<br>정기적으로 몬스터가 모여들게 된다고 하네요.
,한번 설치하면 철거하는 데에<br>다이아가 필요하다고 하니 주의하세요.
,그럼 레벨 부담이 덜한 지역에<br>설치하도록 하죠.
#02910,오오!<br>영지에 있는 물웅덩이를<br>메울 수 있는 설계도가 생겼군요!
,수가 제한되어있지만<br>메우고 싶을 때마다<br>사용합시다!
#02911,오오…<br>수용량이 많은<br>창고를 얻으셨군요!
,공간을 더 효율적으로<br>분배할 수 있겠어요!
,그럼 어서 설치해보죠!
#02912,랭크가 많이 올랐네요!<br>이제 강국의 반열에<br>올랐다고 해도 손색이 없겠어요.
,옛 왕국과 비슷할 정도로<br>풍요로운 나라가 되었군요!
,하지만 이제부터 랭크를 더 올리려면<br>어떤 ‘비보’가<br>필요하다고 합니다.
,비보를 취급하는 곳에 가서<br>상한을 높입시다!
#02913,계산원이 계산을 맡게 돼<br>다른 작업에<br>전념할 수 있습니다!
,이제 공방에서 안심하고<br>상품을 만들 수 있겠네요.
#02914,새로운 주거 방식을<br>발견했습니다!
,랭크가 높은 농민에게<br>지어주면 늘어난답니다!
#02915,오오!!<br>계산원이 생겼군요!
,이제 계산은 계산원에게 맡기고<br>다른 작업에 전념할 수<br>있겠어요!
,가게에 있는 계산대 위에<br>설치하도록 하죠.
#02916,우리 왕국에<br>산타가 왔습니다!
,새로운 타입의 주거지들이 늘었으니<br>한번 지어 보죠!
#02917,산타 하우스도 생겼는데<br>순록이 빠지면<br>서운하죠.
,어서 연구해봅시다!
#02918,산타가 있던 나라가<br>우리나라에게 멋진 무기를<br>선물했습니다!
,어서 장비해보죠!
#02919,보아하니<br>하늘에서 떨어질 듯한데…
,그러고보니<br>은전을 지닌 손님이<br>온다는 소문이 있었는데요.
,은전으로 거래를 해줄<br>괜찮은 가게를 찾고<br>있다는 것 같네요.
,새로운 방을<br>찾아보죠!
#02920,거리에서 발견한<br>특별한 수집품이 있다면<br>여기로 가지고 올 수 있는 모양입니다.
,그 물건을 전시하려면<br>‘전시할 수 있는 방’을 영지 내에<br>준비해 두면 좋겠죠!
,박물관이나 동물원을 짓기 위해서라도<br>한번 찾아보도록 합시다.
,그전에<br>우선 수집품을<br>찾아야겠네요.
#02921,물고기를 낚을 수 있겠네요.<br>
,주변에 어떤 시설들이 있는지에 따라<br>다른 종류의 물고기들이<br>나타난다고 합니다.
,수족관에 사는 주민이<br>잡으러 간다고 해요.
#02922,안녕하세요…<br>실수로 그만<br>아직 발견하지 못한 직업을 가진<br>주민을 제공하고 말았습니다.
,그 직업의 권리를 다이아로<br>다시 사들이겠습니다…<br>심려를 끼쳐드려 정말 죄송합니다.
,마을에 있는 해당 주민들은 상공업자와<br>위병이 되었습니다…<br>그럼 이만 실례하겠습니다.
,추후에 문제없이 진행될 테니<br>그 때를 기대해주시기 바랍니다.
#02923,호오… 주민의 친밀도가<br>오르고 있나 봅니다.
,사이가 좋아지면<br>교회가 필요하죠!
,주민끼리 친목이 두터워졌다면<br>교회를 확인해주세요!
#02924,정말 아름다운 결혼식이었어요!
,이제는 아이가 태어날지도<br>모르니 이 시설을<br>설치합시다!
#02925,이제 아기 침대를 설치해<br>아이를 맞이할 준비를 합시다!
#02926,그러고 보니…<br>선대께선 국왕을 키우실 때<br>그 시설을 쓰시곤 했어요.
,여기에도 설치해보죠!
#02927,아이가 건강하게 자랄 수 있게<br>보육소를 지읍시다!
#02928,오, 이 마을도 어느덧 2세가<br>활동하는 시대가 되었네요.
,다른 나라들이<br>축하의 말을 전하고 있다는군요!
#02929,후후후.<br>새 생명이 태어났다는 소식을 듣고<br>축하를 드리러 왔습니다.
,온김에 앞으로는<br>우리나라가 개발한 비행선으로<br>특별 관광을 주선하려고 합니다.
,비행선 주기장을 만들어<br>비행선이 드나들 수 있는 곳을<br>마련해주셨으면 좋겠군요.
#02930,이걸 받았습니다!
#02931,보아하니 특별 손님이<br>오려나 보군요!
,말 나온 김에<br>비행선 주기장을 만듭시다!
#02932,특별 손님을 만족시키려면<br>새로운 물건이 필요할 것 같습니다!
,새 물건을 수집할<br>장소를 우선 마련해 보죠!
#02933,물건을 운반해야 하니 우선 근처에<br>수집가의 방을 만들어봅시다.
#02934,새로운 직업이 생겼습니다!
,유격병은 특별한 스킬을 사용해<br>자유롭게 밖을 탐험하거나<br>싸우곤 합니다.
#02935,새로운 직업이 생겼습니다!
,마법과 물리 양면으로<br>뛰어난 직업이라고 하네요.
#02936,새로운 직업이 생겼습니다!
,광전사는 전투에 뛰어난<br>직업이라고 하네요.
#02937,새로운 직업이 생겼습니다!
,개인 화실에서<br>예술 작업을 하는 직업이라고 합니다.
#02938,새로운 직업이 생겼습니다!
,비행선을 타고 온 손님들을 위한<br>가게를 운영한다고 합니다.<br>멋진 가게를 선보입시다!
#02939,새로운 직업이 생겼습니다!
,동물과 상성이 좋은 직업입니다.<br>새로운 동물을<br>발견할지도 모르겠네요.
#02940,오…<br>왕위 후계자가 드디어 데뷔했네요.
,두말할 것 없이<br>왕국 발전에 큰 공헌을<br>해주겠죠!
#02941,화실이 생겼습니다.<br>예술품을 만들어<br>수집가의 방으로 옮기죠.
,그리고 박물관이 있다면<br>특별 손님들도 만족스러워할 겁니다!
#02942,곤충관이 생겼습니다.<br>곤충 채집장이 있다면…<br>잡아서 전시할 수 있겠네요!
,배치된 지형에 따라<br>달라지는 게 있다고 하던데…
,일단 원하시는 곳에<br>만들어두시죠.
#02943,수족관이 생겼습니다.<br>낚시터가 있다면<br>잡아서 전시할 수 있겠네요!
,배치된 지형에 따라<br>달라지는 게 있다고 하던데…
,일단 원하시는 곳에<br>만들어두시죠.
#02944,동물원이 생겼습니다.
,동물 먹이를 두면 소, 돼지 말고도<br>다른 동물이 나타날 수도 있겠네요.
,동물 먹이를 두고 잘 관찰해보죠!
#02945,박물관이 생겼습니다.<br>예술품을 전시할 수 있죠.
,화실이 있다면<br>새로운 예술품을 발견할 수 있답니다.
,예술품을 모아<br>박물관을 채워갑시다.
#02946,이제 곤충을 잡을 수 있습니다.
,주변에 어떤 시설들이 있는지에 따라<br>다른 종류의 곤충들이<br>나타난다고 합니다.
,곤충관에 사는 주민이<br>잡으러 간다고 하네요.
#02947,마을 아이들이<br>어른이 되기까지 생활하고<br>배우는 곳입니다.
,아이가 태어나려면 부부의 친밀도가 상당히 높아야 한다는군요.
,어른이 되면 마을에<br>배속시킬 수 있습니다.
#02948,오오…<br>데이트하기 아주 좋은<br>장소를 발견하셨군요.
,멋진 성의 내부처럼 디자인돼서<br>걷기만 해도 사이가<br>돈독해진다고 하네요.
,서로 친해졌으면 하는 사람이 있다면<br>이 장소를 추천해줍시다.
#02949,=#02484
#02950,옷
#02951,머리
#02952,장신구
#02953,무기
#02954,경험치량
#02955,회복량
#02956,내구 상한
#02957,위험도
#02958,=#02401
#02959,표적 코스트
#02960,내구도
#02961,잡무형
#02962,전투형
#02963,상업형
#02964,<0>개 세트
#02965,몬스터
#02966,자원
#02967,=#02418
#02968,장비
#02969,시설
#02970,기술
#02971,직업
#02972,특별한 보물을 발견했습니다.
#02973,에서 <0> ‘<1>’ 권리 <2>회 획득
#02974,에서 <0> ‘<1>’ <2>개 획득
#02975,새로운 구역을 발견했습니다.
#02976,미개척지
#02977,퇴각
#02978,평균 레벨
#02979,멤버
#02980,포기\t재개 (<0>번 남음)
#02981,바로 시작
#02982,취소
#02983,보스를 발견했습니다.
#02984,다른 보스를 토벌하고 있습니다.
#02985,여기쯤이면 될까요
#02986,공사
#02987,못 지나감
#02988,어디까지 설치할까요?
#02989,어디부터 설치할까요?
#02990,<co=ff0000>근처에 간판이 없습니다
#02991,<co=ff0000>근처에 방벽 출입문이 없습니다
#02992,이 이상 동시에 건설할 수 없습니다
#02993,다이아 상점에서 판매 중
#02994,첫 격파!
#02995,보수
#02996,레벨업 중에는 철거할 수 없습니다
#02997,연구 중에는 철거할 수 없습니다
#02998,담당자를 먼저 해임해야 합니다.
#02999,마을 2곳 이상
#03000,마을 주민 0명 (이사 필요)
#03001,마을 확장 시설 철거
#03002,마을에 레벨업 중인 시설이 없음
#03003,마을 간 물자 이동이 없음
#03004,마을에 공사 중인 시설이 없음
#03005,몬스터가 침략하고 있지 않음
#03006,마을 회관 철거 조건
#03007,동전 상자와 동료 몬스터를<br>미리 옮겨두세요.
#03008,어디까지 철거할까요?
#03009,무엇을 철거할까요?
#03010,<0> 시설을 철거할까요?<br>※철거하면 사라집니다
#03011,철거\t<po=lm><si=9><bo=fefefe>남는 </bo></si>&<po=rm><pic=money><0>
#03012,<0> 그리고 모든 시설을<br>철거합니다
#03013,다시 지어도 마을 랭크는<br>유지되지 않습니다
#03014,이미 조사 중입니다
#03015,파견처
#03016,<0> 씨를 어디로<br>파견 보낼까요?
#03017,맵의 밝은 부분을<br>선택해주세요
#03018,<0>씨 파견처를<br>바꾸시겠습니까?
#03019,귀환하기\t장소 변경
#03020,<0> 씨가 귀환합니다.
#03021,참가 인원 <0>명
#03022,상한
#03023,저
#03024,고
#03025,동굴이 나타났습니다
#03026,연구 중
#03027,달성 / 나중에
#03028,금일 포인트 등록
#03029,달성 <0>건
#03030,친구를 초대할 수 있습니다<br>친구 찾기
#03031,친구를 초대할까요?
#03032,초대할 수 있는 친구가 없습니다
#03033,마을 영토 밖입니다
#03034,<0>(이)가 부족합니다
#03035,관광선을 부릅시다
#03036,알맞은 지형!
#03037,<0>(을)를 철거할까요?
#03038,오늘 미션을 중단할까요?
#03039,예\t아니오
#03040,=#01954
#03041,=#02404
#03042,=#02405
#03043,특대
#03044,토지 부여하기
#03045,철거
#03046,현관 만들기
#03047,토지를 철거할까요?
#03048,<0>(은)는 몬스터 목장으로 갔다
#03049,<0>(은)는 자연으로 돌아갔다
#03050,상대하기
#03051,<pic=stamina>가 가득 찼습니다
#03052,<0>(을)를 최대로 회복합니다
#03053,<0> 조사 완료
#03054,<0>(을)를<br>바로 완료합니다
#03055,조사
#03056,<0> 랭크 포인트 MAX!
#03057,<0>번째 마을
#03058,뭘 할까
#03059,랭크업
#03060,모험가
#03061,체류
#03062,관광객이 최대입니다.
#03063,근처에 간판이 있어야 합니다
#03064,랜드<br>다이아
#03065,Tapjoy<br>다이아
#03066,촬영<br>다이아
#03067,광고<br>다이아
#03068,국왕의<br>상담실
#03069,나국왕
#03070,나여왕
#03071,환경
#03072, 자원
#03073, 설비
#03074, 실내
#03075, 중
#03076, 고
#03077, 없음
#03078,쉬움
#03079,보통
#03080,어려움
#03081,최강
#03082,그럭저럭
#03083,좋음
#03084,호화
#03085,과금
#03086,=#00891
#03087,포인트
#03088,특별 아이템 (전체용)
#03089,특별 아이템 (개별)
#03090,높게
#03091,낮게
#03092,경험치 2배 찬스!
#03093,보물 상자 발견 찬스!
#03094,열심히 조사를 한 끝에…
#03095,여유롭게 조사를 한 끝에…
#03096,순탄히 조사를 한 끝에…
#03097,즐겁게 조사를 한 끝에…
#03098,오늘의 운세는 별로 안 좋았는데… 무려…
#03099,척척 조사를 한 끝에…
#03100,한두 번 물구나무 서서 조사를 한 끝에…
#03101,포기하고 돌아가려던 참에 갑자기…
#03102,몇 번이고 기적이 일어나…
#03103,글쎄 나가자마자
#03104,이게 무슨 일일까요…
#03105,이런 기적 같은 일은 처음입니다…
#03106,해냈습니다!
#03107,기세 좋게 나간 끝에…
#03108,기합 넣고 조사를 한 결과
#03109,기세는 좋았지만 신발끈이 풀려서…
#03110,중간에 손가락이 삐어서…
#03111,닥치는 대로 조사를 한 끝에…
#03112,대성공을 호언장담했는데…
#03113,도중에 그만 절벽 밑으로 떨어진 결과…
#03114,정신을 차리고 보니 아직도 침대였던 탓에…
#03115,잠이 부족한 상태로 도전한 결과…
#03116,포기하고 돌아가려던 참에…
#03117,신발을 짝짝이로 신고 온 탓에
#03118,알고 보니 다른 곳이었던 걸 안 결과
#03119,아침밥을 안 먹고 온 탓에
#03120,아니!
#03121,꽤 열심히 했는데…
#03122,본인은 아직 인정하고 싶지 않아하지만…
#03123,골치 아프게도…
#03124,간식 시간이 없었던 탓에…
#03125,동물 먹이를 두고 찾아보자
#03126,낚시터를 설치하고 찾아보자
#03127,화실을 설치하고 찾아보자
#03128,곤충 채집장을 설치하고 찾아보자
#03129,=#00142
#03130,돌아왔습니다
#03131,재밌었어!
#03132,잘 됐어!
#03133,대성공!
#03134,랭크업을 바로 완료합니다<br><0> 남음
#03135,레벨업을 할 때 소속된 마을에서<br>비용이 빠집니다.<br>레벨 상한은 소속 마을 회관에서 산출됩니다.
#03136,시설을 철거합니다.
#03137,시설을 교체합니다.
#03138,영상을 모두 보면<br>다이아를 받을 수 있어요!
#03139,왕국건설 스토리에서 왕국을 만들고 있어. 함께 모험하지 않을래?<br>#카이로소프트<br>
#03140,왕국의 사진을 찍어<br>SNS에 뽐내자
#03141,전투를 그만두고 퇴각합니다<br>※보물 상자는 얻을 수 없습니다
#03142,배틀 포인트를 1일 1회 등록해<br>랭킹 상위권을 노려보자!<br>몬스터를 퇴치하면 포인트가 오릅니다!<br>※결과는 다음날에 발표됩니다.
#03143,대미지를 주면 포인트 UP<br>대미지를 받으면 포인트 DOWN<br>잘 싸워서 고득점을 받아<br>다음날에 보수를 받으세요!
#03144,모두 부활시켜 도중에서부터<br>재도전하겠습니까?<br><pic=money><0>
#03145,토벌 수를 친구와 공유할 수 있습니다.<br>모든 몬스터를 퇴치하고 상품도 받으세요.
#03146,획득한 아이템을 내릴 마을을 골라주세요.<br>아이템은 창고에 보관됩니다.<br>수용량을 넘기면 보관되지 않으니 주의하세요.
#03147,담당을 취소할까요?<br>※쌓인 포인트는 사라집니다
#03148,담당 중인 연구가 리셋됩니다.<br>괜찮습니까?
#03149,<0>, 동굴 격파!
#03150,<0>, 동굴에서 패배…
#03151,다른 플레이어와 친구가 되면<br>토벌 협력 요청을 할 수 있어요.<br>’친구 우체국’에 가보세요!
#03152,정말 대전 신청을<br>거절하겠습니까?
#03153,경험치 <0>%가 배분됩니다.<br>같은 직업이라면 <1>% 보너스
#03154,능력과 경험치를 다른 주민에게 줍니다.<br>설정하면 마을로 돌아오지 못합니다.
#03155,스승으로 설정합니다.<br>※마을로 돌아오지 못합니다.
#03156,<0>(이)가<br>황무지로 갔습니다
#03157,특가 다이아
#03158,자원과 아이템은 파견과<br>토벌을 통해 얻을 수 있습니다
#03159,모험가 <0>, 체류를 마치고 귀국
#03160,모험가 <0>(이)가 쓰러졌습니다 …
#03161,<pic=money><0> 들여<br>게이지를 회복하겠습니까?
#03162,와이로 던전이 나타났습니다
#03163,와이로 던전이 사라졌습니다
#03164,참가한 몬스터가 경험치 <0> GET!
#03165,파견을 취소하겠습니까?
#03166,지금 왕국건설 스토리에서<br>와이로 던전이 나타났어!<br>서두르자!<br>#카이로소프트<br>
#03167,스크린샷을 찍어 공유하면<br>한 번만 <pic=stamina>가 회복됩니다.<br>친구들과 함께 즐기세요.
#03168,<0>(을)를<br>몬스터 목장에 넣을까요?
#03169,설정하면 다른 마을에서 부를 때까지<br>마을에서 사라집니다.
#03170,다시 부르려면 빈 공간이 있는<br>마을 회관을 선택해주세요.
#03171,이 구역 보스를 막아둘까요?<br>그러면 이 구역은 다시 구름으로 뒤덮입니다.
#03172,다양한 장비를 모아서 교환해줘
#03173,요일에 따라 직업이 바뀝니다.
#03174,침략한 몬스터를 물리쳤습니다.
#03175,랭크가 높으면 기술 장비 칸 수도 많습니다
#03176,앱을 업데이트해야 합니다.<br>삭제하지 말아 주세요
#03177,칸을 <0>개 추가하겠습니까<br><pic=money><1>
#03178,칸을 <0>개 추가했습니다.<br>현재 최대 <1>
#03179,2세대 주민은 어른이 되면<br>보육원에 갈 수 없게 됩니다.
#03180,<0>% 추가로 UP!
#03181,<0>일
#03182,<0>시간
#03183,<0>분
#03184,<0>초
#03185,<0> 카이로 파크에 접속합니다
#03186,게임 종료해<br>
#03187,불러오지 못했습니다<br>한 차례 전 데이터로 돌아가시겠습니까?
#03188,앱을 다시 시작해주세요.
#03189,친구 ID : ‘<0>’
#03190,로딩 중({0:f2}%)
#03191,잠시만 기다려주세요
#03192,디버그 모드에서는 타임스탬프를 확인할 수 없습니다.
#03193,앱 정보에 문제가 있습니다.<br>스토어에서 다시 설치해주세요.
#03194,촬영
#03195,아이템 창고 표시를 변경
#03196,만
#03197,만원
#03198,자기 순위 보기
#03199,랭킹 보기
#03200,1주간
#03201,=#02538
#03202,현재 플레이 포인트
#03203,어느 기간 랭킹을
#03204,볼까요?
#03205,[이전 점수]
#03206,에러가 발생했습니다
#03207,<0>랭킹
#03208,<0>위
#03209,(미등록)
#03210,=---위/---위
#03211,전회차보다 <0> UP!
#03212,전회차보다 <0> DOWN!
#03213,<0>위/<1>위
#03214,평균 레벨
#03215,공격
#03216,방어
#03217,랭크
#03218,Like
#03219,직종
#03220,문의 데이터 송신
#03221,문의 코드 입력
#03222,에러 내용
#03223,※디버그※
#03225,모두 송신합니다
#03226,문의 데이터를 송신합니다<br>개인정보는 송신되지 않습니다
#03227,송신 감사합니다.<br>조사를 마치기까지 시간이 걸릴 수 있습니다.<br><br>※스토어에서 최신판을 확인해주세요.<br>※앱은 삭제하지 말아 주세요.
#03228,송신을 완료했습니다.<br>협력해주셔서 감사합니다.<br>고객 지원으로 연락도<br>잘 부탁드립니다.
#03229,에러
#03230,데이터가 호환되지 않습니다
#03231,시스템 데이터를 덮어쓸까요?
#03232,친구 ID 이외의 것들을 덮어쓸까요?
#03233,실패
#03234,파일을 찾을 수 없습니다.
#03235,수신을 완료했습니다. <0>
#03236,<br>앱을 종료합니다
#03237,해당 데이터가 없습니다
#03238,데이터 수신 중
#03239,목록
#03240,무역
#03241,상점
#03242,공격적
#03243,수비적
#03244,평균적
#03245,특수
#03246,해상도
#03247,명
#03248,밤 연출
#03249,그래픽
#03250,자동 저장
#03251,스크린
#03252,줌
#03253,말풍선ON
#03254,말풍선OFF
#03255,많게
#03256,적게
#03257,전부
#03258,평균
#03259,아버지 직업
#03260,조합된 직업
#03261,어머니 직업
#03262,구매 이력
#03263,증감 상황
#03264,구매 이력이 없습니다
#03265,증감 상황이 없습니다
#03266,게임 중
#03267,통신 관련
#03268,상점
#03269,시작 보너스
#03270,유효 기간 만료
#03271,동물
#03272,물고기
#03273,미술품
#03274,벌레
#03275,파견
#03276,토벌
#03277,첫출발
#03278,머리
#03279,방어구
#03280,머리
#03281,장신구
#03282,회복
#03283,동료 수
#03284,범위(칸 수)
#03285,패배 수
#03286,마을 회관 수납 자원
#03287,에너지 채취
#03288,에너지 채취 시간
#03289,전체용 아이템
#03290,몬스터 목장에 오신 걸 환영합니다
#03291,데리고 갈 몬스터를 골라주세요
#03292,합성할 몬스터를 골라주세요
#03293,강화할 몬스터를 골라주세요
#03294,=#01613
#03295,주민 교체
#03296,파견 주민
#03297,담당자 지명
#03298,토벌 멤버
#03299,협력 친구
#03300,동거자 지명
#03301,출장자 지명
#03302,이사 후보
#03303,내림차순
#03304,오름차순
#03305,내보내기
#03306,=#00870
#03307,장비 상점
#03308,=#00871
#03309,=#00872
#03310,새로 찾기
#03311,보유 중
#03312,매장량
#03313,회복 시간
#03314,채굴량
#03315,채굴 시간
#03316,아니오\t네
#03317,<0>이라<br>철거할 수 없습니다
#03318,조사 중
#03319,데이트 중
#03320,회수\t<pic=money><0>
#03321,평범하게 찾기
#03322,이사 센터에서 찾기
#03323,보육소에서 찾기
#03324,알 놓기
#03325,몬스터 부르기
#03326,※<0>(이)가 필요합니다
#03327,목장에 넣기
#03328,목장에 넣기<br><0>/<1>
#03329,육성
#03330,합성
#03331,놓아주기
#03332,HP는 가득 차있습니다
#03333,=#02461
#03334,일일 몬스터 구매
#03335,<0> 주기
#03336,<0> → <1>
#03337,<0><br>앞으로 <1>마리 쉴 수 있습니다
#03338,상성◎
#03339,장비를 교환합시다
#03340,이 장비는 이미 최대치까지<br>강화되어 있습니다.
#03341,<0>개 들여 해제
#03342,보유 수
#03343,<pic=money><0> 잠금 해제
#03344,잠금 해제 방법을 선택해 주세요
#03345,<0>(을)를<br>놓아줬습니다.
#03346,<0>의 HP가<br>회복됐습니다!
#03347,아이템을 소비해<br><0> 수치를 높일까요?
#03348,판매 랭크
#03349,판매 레벨
#03350,<0>채
#03351,토벌 수: <0>마리
#03352,친구가 늘면 손쉽게<br>토벌할 수 있어요
#03353,이번 주 토벌을 달성했습니다!
#03354,음식
#03355,음식 이외
#03356,<0> 씨<br><1> 씨 아이가<br>자라서…
#03357,어른이 되었다!
#03358,<0>랭크<br><1>(이)가 되었다!
#03359,<0> 씨<br><1> 씨 두 사람의<br>아이가 태어났습니다!
#03360,<0>에서 상세 내용을 볼 수 있습니다.
#03361,음…? 국왕님의 상태가…
#03362,<0>랭크가 되었다!
#03363,연구 담당 지명
#03364,연구 담당은 누구를 시킬까요?
