@title,中文(繁體)
#02834,食物在這邊製作。
,提升設施等級<br>或提升負責人的腦力的話，<br>似乎就有可能發明新的商品。
#02835,這裡也能夠解析寶物，<br>據說解析起來能夠比普通的場所更加快速。
#02836,家具在這邊製作。
,提升設施等級<br>或提升負責人的腦力的話，<br>似乎就有可能發明新的商品。
#02837,武器在這邊製作。
,提升設施等級<br>或提升負責人的腦力的話，<br>似乎就有可能發明新的商品。
#02838,防具在這邊製作。
,提升設施等級<br>或提升負責人的腦力的話，<br>似乎就有可能發明新的商品。
#02839,技能在這邊製作。
,提升設施等級<br>或提升負責人的腦力的話，<br>似乎就有可能發明新的商品。
#02840,道具在這邊製作。
,提升設施等級<br>或提升負責人的腦力的話，<br>似乎就有可能發明新的商品。
#02841,居民使用這種家具<br>似乎可以從中獲取成長。
#02842,如果居民能製作美味的料理就好了。
#02843,在這裡……偶爾能夠<br>製作出用來提升級別的<br>「工具、建材」。
,建議配置在<br>能夠方便人們使用的地方。
#02844,只要有這種床鋪，<br>好友就能暫時<br>停留在城市裡。
,再度點擊，<br>選擇好友吧。
#02845,這是搭船過來的冒險者<br>在城市停留時需要的家具。
,家具的數量有多少，<br>就能供多少冒險者住宿。
#02846,如果結婚的夫妻<br>親密度提高，<br>這張床或許能派上用場。
,停留在房間的時間<br>似乎愈長愈好。
#02847,如果有怪物的蛋，<br>請放在這裡吧。
,孵化成功後<br>就能夠陪同屋主一起前往討伐。
#02848,好像說……當有居民<br>壽命結束時，會以天之力<br>讓他復活還是什麼的……
,總之有備無患呢。
#02849,好像說如果在派遣前使用，<br>就能夠騎著龍<br>在天上飛之類的……
,我真是期待<br>在天空翱翔的那一天！
#02850,如果有怪物的蛋，<br>請放在這裡吧。
,如果孵化成功的話，<br>牠在敵人襲擊的時候，<br>就會自動上前對抗喔。
#02851,派遣中的居民會為了回復<br>順路經過的設施。
,在方便小憩的距離範圍內<br>進行設置的話，似乎會有很好的效果。
#02852,你好！<br>頭上突然被雲覆蓋，讓我手足無措了。<br>幸好有你們的幫助。
,如果需要的話……<br>我能幫你強化任意裝備！
,有興趣的話記得來喔！
#02853,初次見面！<br>這裡聯繫著全國的國王，<br>可以在此對好友進行管理。
,首先請先登錄<br>作為自己代表的……<br>最能夠信任的居民。
,由於這能夠幫助到他人的王國，請盡量選擇強一點的同伴。
,那麼我會一面盡情地大吃香蕉，一面祈禱你可以結交更多好友。
#02854,呵呵呵。<br>感謝你救了被埋住的我。
,突然被雲圍住變得動彈不得，<br>害我嚇了一跳。<br>只好一面吃著年糕片在這裡等人來救。<br>謝謝你救了我。
,這恩情我一輩子都不會忘記。<br>雖然我想給你一點謝禮，<br>不過直接交給你好像也不太好玩，
,你每成功完成一個我出的題目，我就把謝禮交給你。請務必來挑戰喔。
#02855,你好。<br>我在找油田，<br>不過不小心迷路了。<br>謝謝你救了我。
,作為謝禮……<br>如果你能完成我隨興出的題目，<br>我就送你超棒的報酬。
,如果有好友幫忙，<br>或許能夠更簡單過關喔。
,請再點擊一次<br>確認內容吧。
#02856,唉唷，得救了。<br>因為才剛開店就被雲給包圍住，<br>我就不知不覺睡起了午覺。
,這裡販賣的是<br>對城市發展有幫助的物品。
,由於是和您持有的獎盃作為交換，<br>做好準備之後請再度光臨。
#02857,呼……<br>得救了！
,這裡是負責寄放<br>可愛怪物的設施。
,雖然以前有很多怪物在這裡，但是被雲包圍的時候全部逃走了。<br>不知道牠們現在好不好呢……
,因為現在有很多空間，<br>想寄放怪物的時候<br>請和我說一聲。
#02858,哎呀！你好！<br>我是獎盃王！
,我的工作就是<br>周遊各個王國<br>努力拼命地誇獎大家喔。
,那麼……<br>目前看起來，可以窺視到<br>這王國的繁榮景象呢。
,機會難得，我就把這個<br>準備好的獎盃送給你，<br>請收下吧。
#02859,哎呀，這裡是<br>每次戰鬥時會累積點數的……<br>戰鬥點數的告示牌呢！
,聽說是能和全國的玩家們競爭名次的地方！<br>只要登錄點數的話隔天就會看到結果！
,好像可以得到豪華獎品的樣子，<br>如果有累積點數的話，請試著登錄看看吧！
#02860,這是先王的雕像。<br>雕像看起來非常雄偉，<br>先王實際上也是個偉大的人物。
,沒想到竟然會發生那種事……<br>哎呀，說漏嘴了……
,那麼就繼續進行<br>建國的工作吧。
#02861,銅幣會集中在這裡。<br>居民們的技術很好，<br>所以放在哪裡他們都丟得進去。
#02862,銀幣會集中在這裡。<br>居民們的技術很好，<br>所以放在哪裡他們都丟得進去。
#02863,金幣會集中在這裡。<br>居民們的技術很好，<br>所以放在哪裡他們都丟得進去。
#02864,好、好像有種<br>偉大的雕像……<br>一樣的氣氛呢！
#02865,這裡可以暫時保管<br>道具和寶物。
,希望總有一天城裡能有<br>更專用的倉庫呢。
#02866,這裡偶爾能夠生成<br>可以在田地使用的「種子」。
,建議配置在<br>能夠方便人們使用的地方。
#02867,這擺設的氣氛<br>真的很不錯呢。
,看著看著感覺就能<br>不知不覺地取得經驗值了！
#02868,你好。<br>籠罩在我家附近的雲終於放晴了……<br>真是幫了我好大的忙！
,那麼
,如果找不到好友，<br>想要向什麼人發出申請的話，<br>就請來找我吧。
#02869,哼哼哼……<br>來得好……
,哼哼哼……<br>因為我最近也開了一間店……
,如果有興趣的話<br>歡迎過來看看。
#02870,你好。<br>哎呀，雲突然都散了呢。
,這次我賣的是<br>城市發展不可或缺的道具。
,持有銅幣的時候<br>歡迎來看看。
#02871,哎呀。<br>你好。
,我在這裡開了一間<br>可以用銅幣交換金幣和銀幣的<br>超棒商店。
,想要銀幣或金幣的時候<br>歡迎過來看看。
#02872,得救了！<br>雖然我本來是在顧鬥技場門口的，<br>不過因為太可怕了只好一直躲起來。
,這下子終於可以<br>安心戰鬥了呢！
,這裡是能和全國的玩家<br>對戰較勁的鬥技場！
,只要一直獲勝，級別就會提升，<br>還能得到精美的獎品喔！<br>請務必挑戰看看。
#02873,你好！<br>真是幫了我一個大忙！
,這裡是可以登錄<br>培育完成的居民……<br>讓其擔任師父職責的房間。
,師父雖然無法回到城市……<br>但可以將經驗傳承，<br>協助鍛鍊其他夥伴。
,如果有想要傳承的夥伴，<br>就試著將他登錄為師父吧。
#02874,店家能夠製作料理……<br>然後放在貨架上販售。
,等所有商品賣完後<br>就會補充新的商品。<br>希望能夠吸引到觀光客呢。
,有個傳聞說<br>如果提升工坊等級<br>就能發現新的料理喔。
#02875,初次見面！<br>呵呵，雲層居然厚到讓人無法動彈，害我都笑出來了。
,呵呵呵。<br>得救了，謝謝你呢。
,這裡是能組合所持有的怪物，將怪物培育得更強的設施。
,如果覺得有多餘的怪物……請務必過來看看喔。
#02876,你好！<br>這裡將以親民的價格<br>提供我們捕捉的怪物喔。
,販賣清單偶爾會變化<br>所以請定期來看看喔！
#02877,哎呀！<br>被發現了呢。
,這裡可以享受我準備的<br>特別戰鬥喔！<br>不過每週只有特定的日子才會舉辦。
,有舉辦的時候，<br>就盡情挑戰吧！
#02878,這裡能夠保管<br>怪物的蛋。
#02879,啊！<br>太好了！
,怪物和雲突然<br>一口氣全部都冒出來，<br>害我都不知道該怎麼辦，真是得救了。
,這可能說不上是謝禮……<br>作為禮物，我們會在力所能及的範圍內準備商品。
,因為要花一點時間準備，<br>如果你能3天後再來一次……<br>準備應該就能完成了。
,那麼期待你的光臨。
#02880,你好。<br>我是主掌在城市之間<br>搬遷的神。
,如果你有兩個以上的城市，<br>想將居民移動到別的城市的話，<br>就來我這邊……
,跟我說一聲吧！<br>期待你的到來。
#02881,哎呀……<br>這是……
,我聽先王說過……<br>在這個島上的某處，<br>有一個深不見底的洞窟。
,小心謹慎地<br>去看看吧！
#02882,喔，歡迎啊
#02883,你好。<br>關於好友的事宜<br>請在這裡諮詢。
#02884,呵呵。<br>要挑戰今天的任務嗎？
#02885,你好。<br>請看清單。
#02886,歡迎光臨。<br>這些都是對王國發展<br>有幫助的東西喔。
#02887,你好。<br>如果怪物變多了的話，就寄放在這裡吧。
#02888,來得好。<br>來看看可以達成的內容吧。
#02889,如果刷新了最高得分，<br>就來登錄吧。
#02890,如果看見了中意的好友，<br>就試著申請看看吧！
#02891,哼哼。<br>歡迎光臨。<br>我能為你介紹同伴吧。
#02892,歡迎光臨。<br>有什麼需要嗎？
#02893,來得好。<br>今天要來點什麼呢？
#02894,歡迎回來。
#02895,這是今天的<br>對戰對手。<br>請問你意下如何如何？
#02896,你好！<br>我一直有在替你加油喔！
#02897,可以挑戰<br>怪物合成喔。
#02898,正在販賣<br>怪物。
#02899,歡迎光臨！ <br>是想要挑戰特別迷宮吧！
#02900,對不起……<br>我通知錯了上次的<br>協作討伐結束時刻，
,不小心提早結束了。<br>為了表達歉意，我帶來了上次的物品<br>請你收下。
#02901,唉唷，你好啊。
,因為開放了<br>新的地點……<br>我的商店的突破上限方法<br>也跟著改變了。
,於是趕緊來通知，<br>帶來了問候禮。
#02902,那麼，<br>來強化武器嗎！
#02903,這裡……<br>似乎可以交換夢幻武器。
,如果手上有多餘的裝備<br>請務必試試看。
#02904,這裡……<br>似乎可以用各種多餘的物品<br>交換成銅幣！
,如果有多餘的道具或技能<br>就拿來交換銅幣吧！
#02905,這好像是……<br>每晚怪物都會聚集過來的<br>謎之岩石呢。
,如果派遣來這裡<br>或許對同伴的升級會有幫助！
,首先為了補給<br>選擇所屬的城市吧。
#02906,喔喔！<br>我散步的時候<br>想到了新的住所的靈感了。
,這種房屋能讓高級別的鎮民、木匠、送貨員、<br>酪農家和農民派上用場……
,派遣時……<br>還可以基於傳聞進行調查。
,總而言之<br>馬上就來給<br>非戰鬥系職業的人一個家吧！
#02907,調查隊室很快就完成了呢！
,把屋主送出派遣的話，<br>就會在該地點進行調查！
,馬上試著派遣看看吧！
#02908,馬上把調查隊室的居民<br>送出派遣吧！
#02909,哎呀……得到了<br>令人很感興趣的設施了呢。
,根據說明書，好像是<br>只要放在領地外面，就會定期有怪物出現，<br>就像是甲蟲跟樹汁一樣的關係。
,請注意，一經配置，<br>拆除時需要耗費鑽石。
,那麼就來配置在……<br>能夠戰勝的等級區域吧。
#02910,喔喔！<br>得到能把領地內的<br>水邊填平的設計圖了！
,雖然數量有限，<br>不過就積極利用，<br>盡量填平想弄成地面的地方吧！
#02911,喔喔……<br>得到相當大容量的<br>新倉庫了！
,似乎對打造緊密的<br>城市構造會很有幫助！
,馬上來設置看看吧！
#02912,級別提升了呢！<br>這下子就算說是<br>相當的強國也不為過。
,幾乎恢復到了<br>和過往的王國一樣富強了！
,但是，如果想要提升到<br>更高的級別……<br>就會需要某種「秘寶」。
,前往保管秘寶的地方，<br>目標提升上限！
#02913,能夠把結賬工作交給店員，<br>自己集中在其他<br>作業上了！
,這下子就能夠放心<br>在工坊製作商品了呢。
#02914,發現了新的<br>住所的種類了！
,為高級別的農民建設房屋<br>就會逐漸增加喔！
#02915,喔喔。<br>得到附帶店員收銀台了。
,這樣似乎就能把<br>結帳工作交給負責人，<br>自己專心在其他工作上了！
,用它來覆蓋<br>既有的收銀台吧！
#02916,聖誕老人<br>來到這個王國了！
,增加了新種類的住所，<br>馬上就來建造看看吧！
#02917,聖誕屋也完成了，<br>如果有麋鹿的話<br>或許也不錯呢。
,馬上就來研究看看吧！
#02918,從聖誕老人的國家……<br>送來了精美的武器，<br>作為禮物給我國了！
,馬上就來裝備看看吧！
#02919,好像有種……<br>有什麼要從天上掉下來的預感……
,根據某種說法，<br>據說會有帶著銀幣的<br>客人前來拜訪，
,所以……<br>需要能讓他們花費銀幣的<br>娛樂設施。
,來尋找<br>新的房間吧！
#02920,如果有像是在城裡等地方<br>找到特別的收集品的話，<br>可以全都拿來這裡喔。
,帶進來的東西，<br>在領地裡準備一個<br>「可以展示的房間」應該也不錯喔！
,為了在城裡建設博物館和動物園<br>去尋找看看吧。
,不過在那之前……<br>可能會先找到<br>收集品呢。
#02921,似乎可以釣魚呢。<br>
,據說根據配置的地點不同，<br>出現的魚的種類<br>也會有所不同。
,住在水族館的居民<br>似乎會前往捕捉。
#02922,你好……<br>看樣子還沒見過的職業<br>因為各種錯誤<br>被送到了你這裡。
,請讓我用鑽石<br>回收你的職業權利……<br>這次真是非常抱歉。
,還留在城市裡的人物<br>已經清醒過來，變成了鎮民或衛兵……<br>不好意思，麻煩你讓其退場吧。
,敬請期待<br>該職業正確地送到你手中的一天。
#02923,哎呀……<br>居民的親密度開始提高了呢。
,如果交情變好……<br>城裡就會需要教會喔！
,當親密度有進展時<br>就去教會看看吧！
#02924,真是一場美好的婚禮！
,因為今後可能會有<br>小寶寶誕生，<br>請設置這個吧！
#02925,趕快為迎接新生兒做準備，<br>設置嬰兒床吧！
#02926,這麼說來……<br>先王養育國王的時候……<br>使用過某種設施。
,也把這個進行設置吧！
#02927,為了讓孩子們能健康地成長，<br>來建設托兒所吧！
#02928,城裡竟然<br>迎來了第2代降生的時代呢。
,其他國家<br>也發來了祝賀喔！
#02929,呵呵。<br>聽說有新的生命誕生，<br>我特別來到這裡表達恭喜之意。
,另外，希望以後<br>可以用我國發明的飛船<br>來進行特別的觀光。
,請務必建設<br>作為起降地點的飛船港吧。
#02930,收到了這個！
#02931,似乎好像會有<br>特別的客人前來造訪喔！
,馬上來建設<br>飛船港吧！
#02932,為了讓特別的客人滿足<br>可能需要新的物品喔！
,首先先來設置<br>收集新的物品的場所吧！
#02933,在城市附近建設收集家之屋，<br>把物品運進去吧。
#02934,追加新的職業了！
,遊擊兵可以藉由特殊的技能<br>自由在城市外探索<br>以及進行戰鬥。
#02935,追加新的職業了！
,似乎是對魔法和打擊<br>兩方都有自信的職業。
#02936,追加新的職業了！
,狂戰士似乎是<br>擅長戰鬥的職業。
#02937,追加新的職業了！
,擁有藝術工坊，<br>擅長藝術工作的職業。
#02938,追加新的職業了！
,似乎可以開張<br>面向飛船旅客的商店。<br>開一間令人驚豔的商店吧！
#02939,追加新的職業了！
,和動物適性很好的職業。<br>或許能夠發現<br>新的動物也說不定。
#02940,哎呀……<br>王之子終於初次登台了呢。
,就算說其一定會對<br>城市帶來進一步的發展<br>也絕不為過呢！
#02941,藝術工坊完工了。<br>做出藝術品……<br>送往收集家之屋吧。
,再加上……如果有博物館的話<br>應該也能讓特別的客人滿足！
#02942,昆蟲館完工了。<br>如果有昆蟲景點的話……<br>或許能捕捉到展示品也說不定！
,根據配置的地形不同<br>似乎會有些不一樣的地方……
,首先就來任意配置在<br>喜歡的地方吧。
#02943,水族館完工了。<br>如果有釣魚池的話……<br>或許能捕捉到展示品也說不定！
,根據配置的地形不同<br>似乎會有些不一樣的地方……
,首先就來任意配置在<br>喜歡的地方吧。
#02944,動物園完工了。
,或許可以從飼料中<br>找到能吸引牛和豬以外的動物的飼料。
,試著注意動物飼料的內容吧！
#02945,博物館完工了。<br>能夠展示藝術品。
,如果有藝術工坊……<br>或許就能發現新的藝術品。
,收集藝術品<br>讓博物館更加充實吧。
#02946,似乎可以採集昆蟲呢。
,據說根據配置的地點不同，<br>出現的昆蟲種類<br>也會有所不同。
,住在昆蟲館的居民<br>似乎會前往捕捉。
#02947,孩子們出生後，<br>在長大成人之前<br>都會在這裡生活和學習。
,夫婦之間的親密度要提高到相當的程度……才會有小孩子誕生。
,等孩子長大之後，<br>就能將其配屬在城市裡。
#02948,哎呀，<br>似乎發現了一個<br>非常適合約會的地點呢。
,據說在這個像華麗的城堡<br>一樣的空間裡，光是一起逛逛<br>感情就會變好。
,如果有想要令他們變得親密的人，<br>就試著選擇看看吧。
#02949,=#02484
#02950,衣服
#02951,頭部
#02952,飾品
#02953,武器
#02954,經驗量
#02955,回復量
#02956,耐久上限
#02957,仇恨度
#02958,=#02401
#02959,目標成本
#02960,耐久度
#02961,雜務系
#02962,戰鬥系
#02963,商店系
#02964,<0>個組合
#02965,怪物
#02966,資源
#02967,=#02418
#02968,裝備
#02969,設施
#02970,技能
#02971,職業
#02972,發現特別的寶箱了。
#02973,得到<2>次<0>「<1>」的權利
#02974,得到<2>個<0>「<1>」
#02975,發現新的區域了。
#02976,未開拓地
#02977,撤退
#02978,平均Lv
#02979,成員
#02980,放棄／t復活（還有<0>次）
#02981,立刻開始
#02982,取消
#02983,發現頭目了。
#02984,正在討伐其他頭目。
#02985,這個位置可以嗎
#02986,施工
#02987,無法通行
#02988,要鋪設到哪裡為止
#02989,要從哪裡開始鋪設
#02990,<co=ff0000>附近沒有看板
#02991,<co=ff0000>附近沒有防壁大門
#02992,已達施工數上限
#02993,正在鑽石商店中販賣
#02994,初次擊破！
#02995,報酬
#02996,升級中無法拆除
#02997,研究中無法拆除
#02998,請先解除負責人
#02999,有複數個城市
#03000,城市的居民0人（搬遷等）
#03001,城市的擴張設施已拆除
#03002,城市設施沒有在升級
#03003,城市之間沒有物資正在移動
#03004,城市裡沒有需要施工的設施
#03005,沒有受到怪物襲擊
#03006,市政廳拆除條件
#03007,請事先對銅幣箱和<br>夥伴怪物也做好避難措施。
#03008,要拆除到哪裡為止呢？
#03009,要拆除什麼？
#03010,<po=m>要拆除<0>嗎？<br>※拆除後將失去
#03011,拆除\t<po=lm><si=9><bo=fefefe>收起</bo></si>&<po=rm><pic=money><0>
#03012,拆除<0><br>與所有設施
#03013,重建時，城市級別<br>並不會維持
#03014,已在調查中
#03015,派遣目的地
#03016,派遣<0><br>請選擇場所
#03017,請選擇地圖中<br>明亮的位置
#03018,要變更<0>的<br>派遣內容嗎？
#03019,返回\t變更場所
#03020,<0>即將返回。
#03021,參加 <0>人
#03022,上限
#03023,低
#03024,高
#03025,洞窟出現了
#03026,正在研究
#03027,達成 / 下次再說
#03028,登錄今天的部分
#03029,達成<0>件
#03030,<po=m>可以招待好友<br>尋找好友吧
#03031,要招待好友嗎
#03032,沒有可以招待的對象
#03033,超出城市範圍
#03034,<0>不足
#03035,呼叫觀光船吧
#03036,擅長的地形！
#03037,要拆除<0>嗎？
#03038,要中斷今天的任務嗎？
#03039,是\t否
#03040,=#01954
#03041,=#02404
#03042,=#02405
#03043,特大
#03044,給予土地
#03045,拆除
#03046,建設大門
#03047,要拆除土地嗎？
#03048,<0>去怪物牧場了
#03049,<0>回歸自然了
#03050,進行對戰
#03051,<pic=stamina>已滿
#03052,將<0>回復到最大
#03053,<0> 調查完成
#03054,<0><br>將立刻完成
#03055,調查
#03056,<0> 級別點數蓄滿！
#03057,第<0>座城市
#03058,該怎麼做呢
#03059,級別提升
#03060,冒險者
#03061,停留
#03062,觀光客數量已經到達最大。
#03063,附近需要設置看板
#03064,<po=m>開羅樂園<br>得到鑽石
#03065,<po=m>Tapjoy<br>獲得鑽石
#03066,<po=m>藉由攝影<br>獲得鑽石
#03067,<po=m>藉由影片<br>獲得鑽石
#03068,<po=m>國王的<br>諮詢室
#03069,國王太郎
#03070,國王花子
#03071,環境
#03072, 資源
#03073, 設備
#03074, 室內
#03075, 中
#03076, 高
#03077, 無
#03078,簡單
#03079,普通
#03080,困難
#03081,最強
#03082,一般
#03083,良好
#03084,豪華
#03085,充值
#03086,=#00891
#03087,點數
#03088,特別道具（全體用）
#03089,特別道具（單體用）
#03090,較高
#03091,較低
#03092,經驗值2倍機會！
#03093,寶箱掉落激增機會！
#03094,經過我努力調查發現……
#03095,經過我興高采烈地調查發現
#03096,經過我狀態良好地調查發現
#03097,經過我積極調查發現……
#03098,早上占卜的結果是凶……但沒想到
#03099,經過我精力充沛地調查發現……
#03100,經過我偶爾一面倒立一面調查發現
#03101,就在我正要放棄準備回家的時候……沒想到
#03102,接連不斷發生奇蹟……
#03103,沒想到才剛出門就
#03104,竟然會有這種事……
#03105,第一次遇到這種奇跡……
#03106,成功了！
#03107,經過我一鼓作氣出門調查發現……
#03108,全力以赴調查發現
#03109,我本來拿出了幹勁，但鞋帶卻鬆了……
#03110,經過我途中手指吃蘿蔔乾調查發現……
#03111,經過我興奮不已的調查發現……
#03112,在我說了大話一定會成功！出門後……
#03113,我途中從懸崖掉下去後……
#03114,當我回過神來發現還躺在床上……
#03115,睡眠不足就前往挑戰的結果……
#03116,就在我正要放棄回家的時候……
#03117,因為鞋子左右穿錯了
#03118,仔細一看發現跑錯了地方
#03119,沒吃早餐就出門的結果
#03120,沒想到！
#03121,我相當努力之後……
#03122,雖然本人還不想承認……
#03123,麻煩的是……
#03124,因為點心時間到了……
#03125,放置動物的飼料來尋找吧
#03126,放置釣魚池來尋找吧
#03127,放置藝術工坊來尋找吧
#03128,放置昆蟲景點來尋找吧
#03129,=#00142
#03130,回來了
#03131,玩得很開心！
#03132,很順利！
#03133,大獲成功呢
#03134,<po=m>立即提升級別<br>剩餘 <0>
#03135,<po=m>升級時會從所屬的城市<br>扣除費用。<br>等級上限以所屬市政廳為準。
#03136,拆除設施
#03137,替換設施
#03138,把影片看完<br>就可以得到鑽石喔！
#03139,<po=m>我在王都創世物語打造王國喔。一起冒險吧。<br>#Kairosoft<br>
#03140,拍下王國的照片<br>分享到社群網站上吧
#03141,<po=m>要放棄戰鬥撤退嗎<br>※無法獲得寶箱
#03142,<po=m>每天登錄戰鬥點數<br>挑戰排行榜上位吧！<br>只要打倒怪物就能累積點數喔！<br>※結果於將第二天發表。
#03143,造成傷害點數會提升，<br>受到傷害點數會降低，<br>巧妙地應戰目標得到高分吧。<br>第二天請記得領取報酬。
#03144,<po=m>要讓全員復活<br>從中途再度挑戰嗎<br><pic=money><0>
#03145,<po=m>能夠和好友分享討伐數。<br>打倒所有怪獸得到獎品吧。
#03146,<po=m>請選擇要把取得的道具交給哪個城市。<br>道具會收藏在道具倉庫裡。<br>請注意超出上限的部分將無法取得。
#03147,<po=m>要取消負責人嗎<br>※累積的點數將會消失
#03148,負責中的研究將會重設。<br>確定要進行操作嗎？
#03149,<0>  擊破洞窟！
#03150,<0>  於洞窟敗北……
#03151,<po=m>和其他玩家成為好友，<br>便能請對方支援討伐喔。<br>去「好友郵局」看看吧！
#03152,確定要<br>拒絕對戰嗎？
#03153,繼承<0>%經驗值。<br>若是相同職業則有<1>%加成
#03154,<po=m>能力和經驗將會交給其他居民。<br>一旦設定後便無法回到城市。
#03155,<po=m>設定為師父。<br>※將無法回到城市。
#03156,<0><br>消失在荒野之中了
#03157,<po=m>超值鑽石
#03158,<po=m>資源和道具可以藉由<br>重複派遣和討伐得到
#03159,冒險者 <0> 結束停留，出發歸國
#03160,冒險者 <0> 力竭了……
#03161,<po=m>要使用<pic=money><0><br>回復計量表嗎？
#03162,歪羅迷宮出現了
#03163,歪羅迷宮消失了
#03164,參加怪物獲得經驗值 <0> ！
#03165,要取消派遣嗎？
#03166,<po=m>現在王都創世物語！<br>正有歪羅迷宮出現！<br>趁現在！<br>#Kairosoft<br>
#03167,<po=m>分享螢幕截圖<br>能夠回復<pic=stamina>1次。<br>分享給朋友們吧
#03168,要讓 <0><br>進入怪物牧場嗎？
#03169,一旦設定之後，將從城市里消失，<br>直到將其呼叫到其他城市
#03170,呼叫時請選擇<br>有空位的市政廳
#03171,<po=m>要封鎖這個區域的頭目嗎？<br>區域會再度被雲覆蓋。
#03172,收集各種裝備進行交換吧
#03173,一星期中每天職業都會不同。
#03174,襲擊結束了。
#03175,技能裝備欄位會隨著級別增加
#03176,<po=m>需要更新App<br>請不要卸載遊戲
#03177,<po=m>要追加 <0> 個欄位嗎<br><pic=money><1>
#03178,<po=m>已追加 <0> 個欄位<br>現在 上限 <1>
#03179,長大後的第二世代居民<br>無法再回到托兒所。
#03180,額外提升<0>%！
#03181,<0>天
#03182,<0>小時
#03183,<0>分
#03184,<0>秒
#03185,<0>連接至Kairo公園
#03186,結束遊戲<br>
#03187,讀取失敗<br>要回到前一個存檔嗎？
#03188,請重新啟動App
#03189,好友ID：「<0>」
#03190,讀取中({0:f2}%)
#03191,請稍後片刻
#03192,在除錯模式下不會確認時間標記。
#03193,App情報有誤。<br>請從商店重新安裝。
#03194,照相
#03195,改變道具倉庫顯示
#03196,萬
#03197,萬日元
#03198,顯示自己的名次
#03199,顯示排行
#03200,1星期
#03201,=#02538
#03202,現在的遊玩點數
#03203,要閱覽
#03204,什麼時候的排行？
#03205,[以前的分數]
#03206,發生錯誤
#03207,<0>的排行
#03208,第<0>名
#03209,（未登錄）
#03210,第---名/第---名
#03211,從上次提升了<0> ！
#03212,從上次降低了<0> ！
#03213,第<0>名/第<1>名
#03214,平均等級
#03215,攻擊
#03216,防禦
#03217,級別
#03218,喜愛
#03219,職種
#03220,發送諮詢數據
#03221,輸入客服碼
#03222,錯誤內容
#03223,※除錯※
#03225,全部一起送出
#03226,<po=m>將發送諮詢數據<br>個人資料並不會被送出
#03227,<po=m>感謝您發送數據。<br>在完成調查前可能會花費一些時間。<br><br>※請在商店確認最新版本。<br>※請勿刪除App。
#03228,<po=m>發送完成。<br>感謝您的協助。<br>也請您進行<br>對支援的聯絡。
#03229,錯誤
#03230,數據不相容
#03231,要覆蓋系統數據嗎
#03232,要覆蓋好友ID以外的數據嗎
#03233,失敗
#03234,找不到文件。
#03235,已經完成接收。<0>
#03236,<br>即將關閉App
#03237,沒有對應的數據。
#03238,正在接收數據
#03239,清單
#03240,貿易
#03241,商店
#03242,攻擊型
#03243,守備型
#03244,平均型
#03245,特殊
#03246,解析度
#03247,人
#03248,夜間演出
#03249,畫質
#03250,自動存檔
#03251,螢幕
#03252,縮放
#03253,對話框ON
#03254,對話框OFF
#03255,較多
#03256,較少
#03257,全部
#03258,普通
#03259,父親的職業
#03260,組合職業
#03261,母親的職業
#03262,購買履歷
#03263,增減狀況
#03264,沒有購買履歷
#03265,沒有增減狀況
#03266,遊戲中
#03267,關於連線方面
#03268,商店
#03269,啟動獎勵
#03270,已超過有效期限
#03271,動物
#03272,魚
#03273,美術品
#03274,蟲
#03275,派遣
#03276,討伐
#03277,初次出發
#03278,頭
#03279,防具
#03280,頭
#03281,飾品
#03282,回復
#03283,夥伴的數量
#03284,範圍（格數）
#03285,敗北回數
#03286,市政廳收納資源
#03287,能量收穫
#03288,能量收穫時間
#03289,全体用道具
#03290,歡迎來到怪物牧場
#03291,請選擇要帶走的怪物
#03292,請選擇要合成的怪物
#03293,請選擇要強化的怪物
#03294,=#01613
#03295,替換居民
#03296,要派遣的居民
#03297,選擇負責人
#03298,討伐成員
#03299,協作好友
#03300,選擇同居人
#03301,選擇出場者
#03302,搬遷候補
#03303,由大到小
#03304,由小到大
#03305,告別
#03306,=#00870
#03307,裝備店
#03308,=#00871
#03309,=#00872
#03310,尋找新的
#03311,已取得
#03312,蘊藏量
#03313,回復時間
#03314,採掘量
#03315,採掘時間
#03316,否\t是
#03317,<po=m>這是<0>。<br>無法拆除
#03318,正在調查
#03319,正在約會
#03320,回收\t<pic=money><0>
#03321,以通常方式尋找
#03322,從搬家公司尋找
#03323,從托兒所尋找
#03324,設置蛋
#03325,召喚怪物
#03326,※需要<0>
#03327,送進牧場
#03328,<po=m>送進牧場<br><0>/<1>
#03329,培養
#03330,合成<br>
#03331,告別
#03332,HP全部回復
#03333,=#02461
#03334,購買每日怪物
#03335,給予<0>
#03336,<0> → <1>
#03337,<po=m><0><br>還能讓<1>隻休息
#03338,適性◎
#03339,拖曳到裝備品上吧
#03340,此裝備品已經<br>強化到極限了。
#03341,用<0>個解除
#03342,持有數
#03343,<pic=money> <0> 解鎖
#03344,請選擇解鎖的方式
#03345,<po=m>將和<0><br>告別
#03346,<po=m><0>的<br>HP回復了！
#03347,<po=m>要使用道具<br>提升<0>嗎
#03348,販售級別
#03349,販售等級
#03350,<0>棟
#03351,討伐數：<0>隻
#03352,如果好友增加<br>或許討伐就會更輕鬆
#03353,達成本週的討伐了！
#03354,食物
#03355,食物以外
#03356,<0>和<br><1><br>的孩子長大……
#03357,成為大人的時候到了！
#03358,成為<0>級<br>職業  <1>  了！
#03359,<po=m><0>和<br><1><br>的第<2>個孩子出生了！
#03360,以<0>確認詳細資訊
#03361,哎呀……？國王的樣子好像……
#03362,成為<0>級了！
