@title,中文(简体)
#02836,这里生产家具。
,通过提升设施等级<br>或是提升负责人的头脑，<br>似乎可以创造出新的商品。
#02837,这里生产武器。
,通过提升设施等级<br>或是提升负责人的头脑，<br>似乎可以创造出新的商品。
#02838,这里生产防具。
,通过提升设施等级<br>或是提升负责人的头脑，<br>似乎可以创造出新的商品。
#02839,这里生产技能。
,通过提升设施等级<br>或是提升负责人的头脑，<br>似乎可以创造出新的商品。
#02840,这里生产道具。
,通过提升设施等级<br>或是提升负责人的头脑，<br>似乎可以创造出新的商品。
#02841,居民使用这种家具的话，<br>似乎可以从中获取成长呢。
#02842,真希望居民能制作出美味的料理啊。
#02843,在这里……偶尔<br>会做出能用于提升级别的<br>“工具、建材”。
,建议建造在<br>方便人们使用的地方哦。
#02844,有了这种床铺，<br>就能让好友暂时<br>在城里留宿。
,再次点击，<br>选择好友吧。
#02845,这是供搭船过来的冒险者<br>留宿在城里时所需的家具。
,家具的数量有多少，<br>就能供多少冒险者住宿哦。
#02846,这种床或许还能在<br>婚后夫妇的亲密度上升后<br>派上用场。
,似乎待在房里的时间<br>越长越好哦。
#02847,如果手上拥有魔物的蛋，<br>就安置在这里吧。
,孵化成功后，<br>会跟随屋主前往讨伐。
#02848,我记得……<br>有居民耗尽寿命时，<br>还会用天之力将其救回来……
,总之有备无患呢。
#02849,据说在派遣前使用，<br>好像还能骑着龙<br>飞上天……
,我很期待能有一天<br>遨游天际！
#02850,如果手上拥有魔物的蛋，<br>就安置在这里吧。
,孵化成功后，<br>它会在敌人袭击时主动<br>前去退治哦。
#02851,派遣中的居民会顺路经过，<br>进行回复的设施。
,感觉布置在方便小憩的距离范围内<br>会比较有效呢。
#02852,你好！<br>刚才头上突然笼罩起阴云，让我不知如何是好。<br>还好有你的帮助。
,如果需要的话……<br>我能帮你强化任意装备哦！
,感兴趣时就来找我吧！
#02853,初次见面！<br>这里连接着全国的国王，<br>可以在此管理好友。
,首先请登记<br>代表自己的……<br>您最信赖的居民吧。
,这能帮到对方的王国，所以请尽量选择强大的伙伴吧。
,那么，我就在这里大口啃着香蕉，祈祷您能结识许多好友。
#02854,呵、呵、呵。<br>真厉害，竟然救了被掩埋的我。
,突然笼罩的阴云<br>把我吓得不能动弹，<br>就只好吃着年糕片消磨时间。<br>谢谢你救了我。
,此恩此情我将永世难忘。<br>我想送你一些谢礼，<br>但以普通方式给你也没意思，
,所以只要你每完成一个我出的题目，我就会给你谢礼。请一定要来挑战啊。
#02855,你好。<br>我本在寻找油田，<br>但不小心迷路了。<br>还好有你的帮助。
,作为谢礼……<br>只要你完成我一时兴起出的题目，<br>我就会给你丰厚的报酬。
,如果有好友帮忙，<br>或许还能更加轻松地完成哦。
,请再次点击，<br>查看内容吧。
#02856,哎呀，感谢帮助。<br>因为才刚开店就突然有阴云笼罩，<br>我就不知不觉睡起了午觉。
,我这边出售<br>有助于城市发展的商品哦。
,您可以用手里的奖杯来交换，<br>准备完成后请再次光临。
#02857,呼……<br>得救了！
,这里是细心托管<br>可爱怪物的设施。
,以前这里曾有许多怪物，但它们在阴云笼罩后全部逃走了。<br>不知道现在怎么样了呢……
,这里现在很空，<br>所以想要托管怪物时<br>就请跟我说吧。
#02858,咦！你好！<br>我是奖杯王哦！
,我到处巡游各种王国，<br>通过大肆赞扬别人<br>来维持生计呢。
,话归正题……<br>我刚才看了一眼，可以略微窥视到<br>这王国的繁荣景象呢。
,毕竟难得来一次，<br>我就把准备好的奖杯送给你，<br>请收下吧。
#02859,哎呀，这里是<br>会在每次战斗时积累点数的……<br>战斗点数的公告栏呢！
,在这里似乎还能与全国的玩家争夺名次！<br>登录点数后似乎会在第二天公布结果！
,另外好像还能获得豪华的奖品，<br>所以积攒了点数后别忘了登录哦！
#02860,这是先王的雕像。<br>雕像看上去很伟大，<br>实际上的先王也十分伟大。
,没想到会发生那种事……<br>哎呀，说漏嘴了……
,那么，我们继续<br>努力建国吧。
#02861,铜币将被收集在此处。<br>居民们会灵巧地把硬币丢进去，<br>放在什么位置都不必担心哦。
#02862,银币将被收集在此处。<br>居民们会灵巧地把硬币丢进去，<br>放在什么位置都不必担心哦。
#02863,金币将被收集在此处。<br>居民们会灵巧地把硬币丢进去，<br>放在什么位置都不必担心哦。
#02864,总、总感觉<br>有一股……<br>伟大雕像的氛围呢！
#02865,这里可以临时保管<br>道具或宝物。
,希望以后能在城里逐渐<br>添置更专业的仓库呢。
#02866,在这里……偶尔<br>会生成能用于农田的“种子”。
,建议建造在<br>方便人们使用的地方哦。
#02867,这摆设<br>很有感觉呢。
,光是看着，<br>就不知不觉要获得经验值了呢！
#02868,你好，<br>笼罩在我家上空的阴云消失了……<br>真的非常感谢！
,那么，
,如果找不到好友，<br>想要向他人发出申请时，<br>就来我这边看看吧。
#02869,嘿嘿嘿嘿……<br>来得好……
,嘿嘿嘿……<br>我最近也开店了……
,如果好奇的话，<br>就请来看看吧。
#02870,你好。<br>咦，阴云突然消失了呢。
,我这次正在出售<br>城市发展时必不可少的道具。
,拥有铜币时<br>就请来看看吧。
#02871,哎呀，<br>你好。
,我在这里开了一家<br>十分很棒的商店，可以将铜币<br>兑换为银币或金币。
,需要银币或金币时<br>就请来看看吧。
#02872,得救了！<br>我原本守卫着竞技场的入口，<br>但一直害怕地躲在里面。
,这下终于可以<br>放心竞技了呢！
,这里是供全国玩家<br>切磋武艺的竞技场！
,赢的次数越多，级别就会越高，<br>还能获得精美的奖品哦！<br>请一定要来挑战啊。
#02873,你好！<br>感谢帮助！
,这间房可以容纳<br>您培养的居民……<br>让其担起作为师父的职责。
,师父将无法回到城市……<br>但可以向其他伙伴传授经验，<br>锻练他们的能力。
,如果想把伙伴的强劲之处传递下去，<br>就把他指定为师父吧。
#02874,商店中会制作料理……<br>并将它们摆上货架。
,等到所有商品售罄时<br>就会自动补充商品。<br>希望能够吸引游客呢。
,我还听说<br>提升工坊的等级<br>能发现新的料理哦。
#02875,初次见面！<br>呵呵呵，令人无法动弹的浓厚阴云让我不禁笑了出来。
,呵呵呵呵，<br>得救了，谢谢你啊。
,在这个设施中，可以组合手里的怪物，将怪物培养得更加强大。
,如果感觉手上有些多余的怪物……就请务必过来看看吧。
#02876,你好！<br>这里以实惠的价格<br>出售我们抓住的怪物哦。
,偶尔还会更新列表，<br>记得定期来看看哦！
#02877,咦！<br>被发现了呢。
,在这里可以体验我准备的<br>特别战斗哦！<br>不过每周只有在特定的日子才会举办。
,举办时，<br>请多多挑战吧！
#02878,这里可以保管<br>怪物的蛋。
#02879,啊！<br>得救了！
,因为突然出现了密密麻麻的<br>不知道是怪物还是阴云的东西，<br>害我头疼了很久，多谢帮助。
,可能算不上什么谢礼……<br>作为礼物，我们会在力所能及的范围内准备商品。
,这会需要一些时间，<br>您过3天……再来的话，<br>应该可以准备好。
,那么期待您的光临。
#02880,你好，<br>我是掌管城市间搬迁的<br>神。
,当你拥有的城市超过两座，<br>想要居民搬迁到<br>其他城市的话……
,就尽管来找我吧！<br>那么我期待你的到来。
#02881,哎呀……<br>这是……
,我曾听先王说过……<br>这座岛的某处，<br>有一个深不见底的洞窟。
,这就小心谨慎地<br>去看看吧！
#02882,噢，欢迎啊。
#02883,你好。<br>好友的相关事项<br>请在这边咨询。
#02884,呵、呵、呵。<br>要挑战今日任务吗？
#02885,你好。<br>请看看列表吧。
#02886,欢迎光临。<br>这里的商品<br>全都能帮助王国发展哦。
#02887,你好。<br>怪物增多后就找我托管吧。
#02888,来得好。<br>来找找能完成的内容吧。
#02889,刷新纪录后，<br>记得来登录哦。
#02890,找到中意的好友时，<br>就申请看看吧！
#02891,呵呵。<br>欢迎光临。<br>我能为你介绍伙伴哦。
#02892,欢迎光临。<br>您需要什么呢？
#02893,来得好。<br>今天怎么安排啊？
#02894,欢迎回来。
#02895,这就是<br>这次的对战对象。<br>您意下如何？
#02896,你好！<br>我一直在给你加油！
#02897,可以挑战<br>怪物合成哦。
#02898,现在正在<br>出售怪物。
#02899,欢迎光临！ <br>是想挑战特别迷宫吧！
#02900,对不起……<br>上次我把协作讨伐的结束时间<br>通知错了，
,结果不小心提前结束了。<br>作为赔偿，我带来了上次的物品，<br>请收下吧。
#02901,哎呀，你好。
,由于开放了<br>新的场所……<br>我的商店的突破上限方法<br>也要随之更改了。
,我赶紧前来通知，<br>并顺便带来了礼物。
#02902,那么，<br>要强化武器吗！
#02903,在这里……<br>似乎可以兑换梦幻武器。
,手上有多余装备时，<br>请一定要来试试看。
#02904,在这里……<br>似乎可以把各种多余的物品<br>兑换成铜币哦！
,有多余的道具或技能时，<br>就来兑换铜币吧！
#02905,这似乎是……<br>会使怪物每晚都聚集过来的<br>神秘岩石。
,派遣后，<br>似乎还能帮助伙伴升级！
,首先为了补给<br>选择所属城市吧。
#02906,噢！<br>我在散步时<br>有了新住所的灵感。
,这种房屋能让高级别的镇民、木匠、<br>运输者、奶农和农民派上用场……
,在派遣时……<br>还能根据传闻进行调查。
,总而言之，<br>赶快向非战斗系的从业人员<br>授予住宅吧！
#02907,调查队室这就建成了呢！
,派遣居住在其中的家主时，<br>可以在派遣地进行调查！
,赶快派遣看看吧！
#02908,赶快派遣<br>调查队室中的居民吧！
#02909,哎呀……获得了<br>有趣的设施呢。
,说明书上说只要把它布置在领土外，<br>就会定期有怪物冒出来，<br>就像是独角仙和树汁的关系呢。
,不过请注意，一旦布置后，<br>似乎就需要钻石才能移除。
,那么就……布置在<br>能够战胜的等级区域吧。
#02910,噢！<br>获得了填埋领土内水域的<br>设计图呢！
,虽然数量有限，<br>但还是多多利用，<br>把需要的地方填埋成平地吧！
#02911,噢……<br>获得了超级大容量的<br>新仓库呢！
,似乎可以把城市构造<br>变得更紧密！
,这就建造起来吧！
#02912,级别越来越高了呢！<br>可以毫不夸张地<br>自称为超级强国了。
,繁荣程度几乎<br>与昔日的王国一样！
,不过，如果想要进一步<br>提升级别……就会需要<br>某件至关重要的“秘宝”。
,前往保管秘宝的地方，<br>以提升上限为目标吧！
#02913,把收银工作交给店员后，<br>可以专注于<br>其他工作了！
,能放心在工坊里<br>制作商品了呢。
#02914,发现了<br>新的住所类型！
,为高级别的农民<br>建造住宅就会增加哦！
#02915,噢噢。<br>获得了附带店员收银机。
,这下就有人负责收银工作了，<br>现在应该可以专注于<br>其他工作了呢！
,用它来覆盖<br>已有的收银机吧！
#02916,圣诞老人<br>来到这个王国了！
,增加了新类型的住所，<br>赶快建造吧！
#02917,既然圣诞小屋已经建成，<br>现在也许应该再找<br>一些驯鹿呢。
,这就研究看看吧！
#02918,圣诞老人的王国……<br>为我们王国送来了<br>优质的武器作为礼物哦！
,这就装备起来吧！
#02919,总感觉会有什么……<br>从天而降……
,有一种说法称<br>会有带着银币的顾客<br>前来造访，
,所以……<br>需要让他们花费银币的<br>娱乐设施。
,努力寻找<br>新的房间吧！
#02920,似乎可以把在城市等区域<br>发现的特别收藏品<br>拿到这里。
,存放的物品，<br>建议在领土内建造<br>“能够展示的房间”哦！
,为了在城里建造博物馆或动物园，<br>快去寻找吧。
,不过在那之前……<br>感觉会先发现<br>收藏品呢。
#02921,似乎可以钓鱼呢。<br>
,据说根据布置的地点，<br>出现的鱼类种类<br>会有所变化。
,住在水族馆的居民<br>似乎会前往捕捉。
#02922,你好……<br>看来尚未出现的职业<br>由于各种差错被送到了<br>您的手中呢。
,请允许我用钻石<br>回收您手上的职业权利……<br>这次真是非常抱歉。
,另外，城里的人员已经清醒，<br>变回了镇民或卫兵……<br>还麻烦您让其退场。
,期待有一天能以正确的方式<br>将其送到您手中。
#02923,咦……居民间的亲密度<br>似乎开始提高了呢。
,关系变得亲密后……<br>城里或许就会需要教堂了！
,当亲密度有进展时，<br>就去教堂看看吧！
#02924,真是令人感动的婚礼啊！
,新婚夫妇间今后可能还会<br>有宝宝诞生，<br>所以请布置这个吧！
#02925,这就布置婴儿床，<br>准备迎接新生儿吧！
#02926,说起来……<br>先王在培养国王时……<br>使用过某种设施。
,也把这设施布置起来吧！
#02927,为了孩子健康的成长，<br>建造托儿所吧！
#02928,城里竟然<br>迎来了第2代降生的时代呢。
,其他王国<br>也发来了贺文哦！
#02929,呵呵呵，<br>听说贵国迎来了新的生命，<br>我特地前来恭祝。
,另外，我希望今后<br>能用我国发明的飞空船<br>进行特别观光。
,期盼贵国能建造<br>供飞空船靠岸的港口。
#02930,收到了这个！
#02931,好像会有特别的顾客<br>前来造访哦！
,赶快建造<br>飞空船港口吧！
#02932,想要特别顾客满意的话，<br>似乎需要新的物品呢！
,先布置<br>收集新物品的地方吧！
#02933,由于需要存放物品，所以在城市附近<br>建造收藏家之屋吧。
#02934,增加了新的职业呢！
,游击兵似乎<br>会通过特殊技能<br>在城外自由地探索、战斗。
#02935,增加了新的职业呢！
,这似乎是擅长<br>魔法与打击两方面的职业。
#02936,增加了新的职业呢！
,狂战士似乎是<br>擅长战斗的职业。
#02937,增加了新的职业呢！
,这是拥有艺术工坊，<br>擅长艺术工作的职业。
#02938,增加了新的职业呢！
,似乎可以经营面向飞空船游客的<br>专门商店哦。<br>来开设充满魅力的商店吧！
#02939,增加了新的职业呢！
,此职业似乎与动物契合度很高。<br>或许能发现<br>新的动物呢。
#02940,哎呀……<br>王之子终于初次登台了呢。
,我有理由推测，<br>其一定会为城市的发展<br>做出进一步贡献呢！
#02941,艺术工坊建成了。<br>将创造艺术品……<br>并将其运送到收藏家之屋。
,另外……如果有博物馆，<br>或许也能让特别客人满意！
#02942,昆虫馆建成了。<br>如果有昆虫景点……<br>或许能捕捉展示品！
,据说根据布置的地形<br>会有所不同……
,先布置在<br>自己喜欢的地方吧。
#02943,水族馆建成了。<br>如果有钓鱼池……<br>或许能捕捉展示品！
,据说根据布置的地形<br>会有所不同……
,先布置在<br>自己喜欢的地方吧。
#02944,动物园建成了。
,或许还能从动物饲料中<br>找到能吸引猪、牛以外动物的饲料。
,试着关注动物饲料的内容吧！
#02945,博物馆建成了。<br>可以展示艺术品。
,如果有艺术工坊……<br>或许能发现新的艺术品。
,不断收集艺术品，<br>让博物馆更加充实吧。
#02946,似乎可以采集昆虫呢。
,据说根据布置的地点不同，<br>出现的昆虫种类<br>会有所变化。
,住在昆虫馆的居民<br>似乎会前往捕捉。
#02947,孩子们出生后，<br>在成人前会在这里<br>生活、学习。
,生育宝宝需要……夫妻拥有极高的亲密度。
,等孩子长大成人后，就可以将其<br>安排在城里了哦。
#02948,哇，<br>似乎发现了一个非常适合约会的<br>场所呢。
,据说在这个华丽城堡一样的地方<br>光是一起漫步，就可以<br>使关系变得亲密。
,如果想使两个人变得亲密，<br>就对他们进行选择吧。
#02949,=#02484
#02950,服装
#02951,头部
#02952,饰品
#02953,武器
#02954,经验量
#02955,回复量
#02956,耐久上限
#02957,仇恨值
#02958,=#02401
#02959,目标成本
#02960,耐久度
#02961,杂务系
#02962,战斗系
#02963,商店系
#02964,<0>个礼包
#02965,怪物
#02966,资源
#02967,=#02418
#02968,装备
#02969,设施
#02970,技能
#02971,职业
#02972,发现了特殊宝箱。
#02973,获得<2>次<0>“<1>”的权利
#02974,获得<2>个<0>“<1>”
#02975,发现了新区域。
#02976,未开垦之地
#02977,撤退
#02978,平均等级
#02979,成员
#02980,放弃\t复活（还剩<0>次）
#02981,立即开始
#02982,取消
#02983,发现了首领。
#02984,正在讨伐其他首领。
#02985,要选择这个位置吗
#02986,施工
#02987,无法通过
#02988,要铺设到哪里
#02989,要从哪里开始铺设
#02990,<co=ff0000>附近没有招牌
#02991,<co=ff0000>附近没有护壁大门
#02992,已达施工数量上限
#02993,正在钻石商店中出售
#02994,首次击破！
#02995,报酬
#02996,升级时无法移除
#02997,研究时无法移除
#02998,请先解除负责人
#02999,拥有多座城市
#03000,城市居民 0人（搬迁等）
#03001,已经移除城市的扩张设施
#03002,城市设施未处于升级状态
#03003,城市间未处于运输物资状态
#03004,城中没有需要施工的设施
#03005,未处于怪物袭击状态
#03006,市政厅移除条件
#03007,请事先对铜币箱和怪物伙伴<br>也做好避难措施。
#03008,要移除到哪里？
#03009,要移除哪个？
#03010,<po=m>是否移除<0>？<br>※移除后将会消失
#03011,移除\t<po=lm><si=9><bo=fefefe>收起</bo></si>&<po=rm><pic=money><0>
#03012,将移除<br><0>与所有设施
#03013,重新建造时，<br>将不会维持城市级别
#03014,已在调查
#03015,派遣地点
#03016,派遣<0><br>请选择地点
#03017,请选择地图内<br>明亮的地方
#03018,要更改<0>的<br>派遣内容吗？
#03019,返回\t更改地点
#03020,<0>即将返回。
#03021,参加 <0>人
#03022,上限
#03023,低
#03024,高
#03025,出现了洞窟
#03026,正在研究
#03027,完成 / 下次再说
#03028,登录今日部分
#03029,完成 <0>件
#03030,<po=m>可以邀请好友<br>寻找好友吧
#03031,要邀请好友吗
#03032,未发现可邀请的对象
#03033,超出城市范围
#03034,<0>不足
#03035,招揽观光游船吧
#03036,擅长地形！
#03037,要移除<0>吗？
#03038,要中断今日任务吗？
#03039,是\t否
#03040,=#01954
#03041,=#02404
#03042,=#02405
#03043,特大
#03044,授予土地
#03045,移除
#03046,建造大门
#03047,要移除土地吗？
#03048,<0>已前往怪物牧场
#03049,<0>已回归自然
#03050,进行对战
#03051,<pic=stamina>已满
#03052,将<0>回满
#03053,<0> 调查完成
#03054,立即完成<br><0>
#03055,调查
#03056,<0> 级别点数蓄满！
#03057,第<0>座城市
#03058,该怎么办呢
#03059,级别提升
#03060,冒险者
#03061,留宿
#03062,游客已达上限。
#03063,需要在附近布置招牌
#03064,<po=m>开罗乐园<br>获得钻石
#03065,<po=m>Tapjoy<br>获得钻石
#03066,<po=m>通过摄影<br>获得钻石
#03067,<po=m>通过视频<br>获得钻石
#03068,<po=m>国王<br>咨询室
#03069,国王太郎
#03070,国王花子
#03071,环境
#03072, 资源
#03073, 设备
#03074, 室内
#03075, 中
#03076, 高
#03077, 无
#03078,简单
#03079,普通
#03080,困难
#03081,最强
#03082,一般
#03083,良好
#03084,豪华
#03085,充值
#03086,=#00891
#03087,点数
#03088,特别道具（全体型）
#03089,特别道具（单体型）
#03090,较高
#03091,较低
#03092,经验值2倍机会！
#03093,宝箱掉落激增机会！
#03094,经我努力调查发现……
#03095,经过我兴致冲冲地调查发现
#03096,经过我状态良好地调查发现
#03097,经我积极调查发现……
#03098,今天早上的占卜结果是凶……但没想到
#03099,经我精神充沛地调查发现……
#03100,经我偶尔倒立着调查发现
#03101,就在我正要放弃准备回来时……没想到
#03102,奇迹接二连三地发生……
#03103,没想到刚出门就立即
#03104,竟然还有这种事……
#03105,第一次遇到这样的奇迹……
#03106,成功了！
#03107,我猛冲出去调查发现……
#03108,经我鼓起干劲后调查发现
#03109,我本来很认真，但鞋带散了……
#03110,经我中途戳伤手指的调查发现……
#03111,经过我兴奋不已的调查发现……
#03112,在我夸下海口说会大获成功出门后……
#03113,当我中途从悬崖不慎坠落后……
#03114,当我回过神时发现自己还躺在床上……
#03115,睡眠不足就前往挑战后……
#03116,我失望地一心想回来的时候……
#03117,因为穿鞋时搞错了左右脚
#03118,细看后发现自己跑错了地方
#03119,我外出前没吃早饭就出门的结果
#03120,没想到！
#03121,我相当努力之后……
#03122,虽然本人还不想承认……
#03123,麻烦的是……
#03124,因为到点心时间了……
#03125,通过放置动物饲料来寻找吧
#03126,通过建造钓鱼池来寻找吧
#03127,通过建造艺术工坊来寻找吧
#03128,通过建造昆虫景点来寻找吧
#03129,=#00142
#03130,我回来了
#03131,玩得很开心！
#03132,很顺利！
#03133,大获成功呢
#03134,<po=m>立即提升级别<br>剩余 <0>
#03135,<po=m>升级时会向所属城市<br>收取费用。<br>等级上限将根据所属市政厅来计算。
#03136,移除设施
#03137,替换设施
#03138,把视频看完<br>就能获得钻石哦！
#03139,<po=m>我在王都创世物语中建造王国哦，一起来冒险吧。<br>#Kairosoft<br>
#03140,拍摄王国的照片<br>在社交网络上分享吧
#03141,<po=m>放弃战斗并撤退<br>※将无法获得宝箱
#03142,<po=m>每天登录1次战斗点数，<br>努力在排行上获得更高的名次吧！<br>点数可以通过打倒怪物来积累哦！<br>※结果将在第二天公布。
#03143,施加伤害能增加点数，<br>受到伤害则会降低点数，<br>通过灵活作战获得高分吧。<br>第二天记得领取报酬哦。
#03144,<po=m>要复活全员<br>继续挑战吗<br><pic=money><0>
#03145,<po=m>可以与好友共享讨伐数量。<br>打倒所有怪物，获得奖品吧。
#03146,<po=m>想把获得的道具给哪座城市？<br>道具将被存放在道具仓库中。<br>请注意，超出的部分将无法获得。
#03147,<po=m>要撤销负责人吗<br>※累积的点数将会消失
#03148,将重置正在负责的研究。<br>确定要进行操作吗？
#03149,<0>  击破洞窟！
#03150,<0>  在洞窟战败……
#03151,<po=m>与其他玩家成为好友后，<br>就能在讨伐上得到协助哦。<br>去“好友邮局”看看吧！
#03152,是否<br>拒绝对战？
#03153,将继承<0>%的经验值。<br>相同职业能得到<1>%的加成
#03154,<po=m>能力与经验值将被交给其他居民。<br>设置后将无法回到城里。
#03155,<po=m>指定为师父。<br>※将无法回到城里。
#03156,<0>的身影<br>在荒野中消失了
#03157,<po=m>实惠钻石
#03158,<po=m>在反复进行派遣和讨伐的过程中<br>可以得到资源和道具
#03159,冒险者 <0> 结束访问，出发回国
#03160,冒险者 <0> 耗尽了体力……
#03161,<po=m>要使用<pic=money><0><br>来回复计量表吗？
#03162,歪罗迷宫出现了
#03163,歪罗迷宫消失了
#03164,参与怪物获得经验值 <0> ！
#03165,要取消派遣吗？
#03166,<po=m>王都创世物语现在！<br>正有歪罗迷宫出现哦！<br>抓紧吧！<br>#Kairosoft<br>
#03167,<po=m>可以通过分享截屏，<br>来回复1次<pic=stamina>。<br>向朋友们推广吧
#03168,要让 <0><br>进入怪物牧场吗？
#03169,设置后将从城里消失，<br>直至将其邀请到其他城市
#03170,如需邀请，请选择<br>有空余位置的市政厅
#03171,<po=m>是否要封锁此区域的首领？<br>区域将再次被阴云笼罩。
#03172,收集各种装备来交换吧
#03173,一周中每天的职业都各有不同。
#03174,袭击结束了。
#03175,技能装备栏会随着级别增加
#03176,<po=m>需要更新游戏<br>请勿卸载游戏
#03177,<po=m>要追加 <0> 个栏位吗<br><pic=money><1>
#03178,<po=m>已追加 <0> 个栏位<br>当前 上限 <1>
#03179,第二代的民众在成年后<br>将无法回到托儿所。
#03180,额外提升<0>%！
#03181,<0>天
#03182,<0>小时
#03183,<0>分钟
#03184,<0>秒
#03185,连接至<0>开罗公园
#03186,结束游戏<br>
#03187,读取失败<br>是否读取上一个存档？
#03188,请重新启动游戏
#03189,好友编号：“<0>”
#03190,正在加载（{0:f2}%）
#03191,请稍等
#03192,纠错模式下不会查看时间标记。
#03193,游戏信息有误。<br>请通过应用程序商店重新安装。
#03194,照相
#03195,更改道具仓库显示方式
#03196,万
#03197,万日元
#03198,显示我的排名
#03199,显示排行
#03200,1周
#03201,=#02538
#03202,当前游戏点数
#03203,要查看
#03204,什么时间的排行？
#03205,[以往得分]
#03206,发生错误
#03207,<0>的排行
#03208,第<0>名
#03209,（未登录）
#03210,第---名/第---名
#03211,比上次升高 <0> ！
#03212,比上次降低 <0> ！
#03213,第<0>名/第<1>名
#03214,平均等级
#03215,攻击
#03216,防御
#03217,级别
#03218,喜爱
#03219,职种
#03220,发送咨询数据
#03221,输入咨询代码
#03222,错误内容
#03223,※纠错※
#03225,发送全部内容
#03226,<po=m>将发送咨询数据<br>个人信息不会被发送
#03227,<po=m>发送成功。<br>调查可能需要耗费一些时间。<br><br>※请在应用程序商店中查看最新版本。<br>※请勿删除游戏。
#03228,<po=m>已完成发送。<br>感谢您的配合。<br>也请您进行<br>对支援的联络。
#03229,错误
#03230,数据不兼容
#03231,是否同时覆盖系统数据
#03232,是否覆盖好友编号以外的数据
#03233,失败
#03234,无法找到文件。
#03235,接收成功。<0>
#03236,<br>即将关闭应用程序
#03237,没有符合的数据。
#03238,正在接收数据
#03239,列表
#03240,贸易
#03241,商店
#03242,攻击类
#03243,防御类
#03244,平衡类
#03245,特殊
#03246,分辨率
#03247,人
#03248,夜间演出
#03249,画质
#03250,自动保存
#03251,屏幕
#03252,缩放
#03253,开启对话框
#03254,关闭对话框
#03255,较多
#03256,较少
#03257,全部
#03258,普通
#03259,父亲的职业
#03260,组合职业
#03261,母亲职业
#03262,购买记录
#03263,增减状况
#03264,没有购买记录
#03265,没有增减状况
#03266,游戏中
#03267,网络相关
#03268,商店
#03269,启动奖励
#03270,超出有效期
#03271,动物
#03272,鱼
#03273,美术品
#03274,虫
#03275,派遣
#03276,讨伐
#03277,首次出发
#03278,头部
#03279,防具
#03280,头部
#03281,饰品
#03282,回复
#03283,伙伴人数
#03284,范围（格数）
#03285,战败次数
#03286,市政厅收纳资源
#03287,能量收获
#03288,能量收获时间
#03289,全体型道具
#03290,欢迎来到怪物牧场
#03291,请选择随行怪物
#03292,请选择想合成的怪物
#03293,请选择想强化的怪物
#03294,=#01613
#03295,替换居民
#03296,要派遣的居民
#03297,选择负责人
#03298,讨伐成员
#03299,协作好友
#03300,选择同居者
#03301,选择出场者
#03302,搬迁候选
#03303,降序
#03304,升序
#03305,告别
#03306,=#00870
#03307,装备店
#03308,=#00871
#03309,=#00872
#03310,寻找新的
#03311,已获得
#03312,蕴藏量
#03313,回复时间
#03314,开采量
#03315,开采时间
#03316,否\t是
#03317,<po=m>这是<0>。<br>无法移除
#03318,正在调查
#03319,正在约会
#03320,回收\t<pic=money><0>
#03321,以普通方法寻找
#03322,从搬家公司寻找
#03323,按托儿所寻找
#03324,安置蛋
#03325,召唤怪物
#03326,※需要<0>
#03327,送入牧场
#03328,<po=m>送入牧场<br><0>/<1>
#03329,培养
#03330,合成<br>
#03331,告别
#03332,生命全部回复
#03333,=#02461
#03334,购买每日怪物
#03335,给予<0>
#03336,<0> → <1>
#03337,<po=m><0><br>还能供<1>只休息
#03338,契合度◎
#03339,拖拽到装备上吧
#03340,此装备已强化至<br>上限。
#03341,使用<0>个解除
#03342,持有数量
#03343,<pic=money> <0> 解锁
#03344,请选择解锁方法
#03345,<po=m>将与<0><br>告别
#03346,<po=m><0>的生命<br>已回复！
#03347,<po=m>要消耗道具<br>提升<0>吗
#03348,销售级别
#03349,销售等级
#03350,<0>幢
#03351,讨伐数量：<0>只
#03352,好友增加后<br>或许会更容易讨伐
#03353,本周讨伐已完成！
#03354,食物
#03355,食物以外
#03356,<0><br>与<1>的<br>孩子茁壮成长……
#03357,迎来了成人的时刻！
#03358,成为了<br><0>级职业  <1>  ！
#03359,<po=m><0><br>与<1>的<br>第<2>个孩子诞生了！
#03360,可以通过<0>查看详情
#03361,咦……？国王的情况有些……
#03362,成为<0>级了！
#03363,选择研究负责人
#03364,要让谁来研究呢
#03365,<po=m>没有可以研究的人员<br>邀请“<0>”职业来城里吧
#03366,研究期间将无法做其他事情。
#03367,发现新的研究！
#03368,未能找到试用好友。
#03369,向感兴趣的用户<br>积极地发送申请吧
#03370,申请
#03371,好忙……
#03372,外出
#03373,要购买几个？
#03374,<pic=money>不足
#03375,增加钻石
#03376,如果想追加新的居民，<br>就通过贸易来<co=20f0f0>获得职业</co>吧。
#03377,获得了 <0>枚 硬币！
#03378,培养怪物
#03379,可以投入仓库中的蛋
#03380,没有蛋
#03381,用低于当前级别的同色蛋来使等级上限提升1级
#03382,给予
#03383,简介
#03384,级别
#03385,受到攻击时会进行防卫
#03386,会在家主前往讨伐时跟随
#03387,培养
#03388,技能一览
#03389,空
#03390,追加
#03391,解放了一个区域！
#03392,对战记录
#03393,所有战绩
#03394,<0>战<1>胜<2>败
#03395,回应挑战的战绩
#03396,挑战他人的战绩
#03397,没有对战记录。
#03398,记录最多可保存<0>件
#03399,◎胜利
#03400,×战败
#03401,还剩<0>小时<1>分钟
#03402,重新挑战
#03403,战斗级别
#03404,战斗点数
#03405,<0>胜<1>败
